frame,id,x,y,z,qx,qy,qz,qw
2133,0,0.019450,1.167672,-0.828399,0.9997059,0.0002358,0.0124306,-0.0208234
2134,0,0.019447,1.167953,-0.825281,0.9996484,0.0000295,-0.0181275,-0.0193521
2135,0,0.019733,1.168920,-0.819064,0.9973592,-0.0017556,-0.0688564,-0.0230288
2136,0,0.020156,1.169769,-0.819402,0.9958876,-0.0025563,-0.0865474,-0.0266621
2137,0,0.018011,1.170534,-0.820430,0.9793681,-0.0060226,0.1994583,0.0319095
2138,0,0.017305,1.171175,-0.823513,0.9855059,-0.0059316,0.1636133,0.0444256
2139,0,0.016769,1.171308,-0.827879,0.9912851,-0.0052800,0.1121230,0.0689513
2140,0,0.016045,1.170659,-0.827584,0.9925128,-0.0051674,0.0748240,0.0964003
2141,0,0.015493,1.169769,-0.825257,0.9920832,-0.0050974,0.0389283,0.1192877
2142,0,0.015275,1.168872,-0.822510,0.9901789,-0.0061064,0.0244329,0.1375191
2143,0,0.015530,1.166722,-0.822823,0.9987575,-0.0012916,0.0432637,-0.0246974
2144,0,0.016239,1.166777,-0.822699,0.9976423,-0.0006194,0.0680580,0.0088083
2145,0,0.016462,1.167256,-0.821091,0.9943547,0.0021448,0.1033070,0.0241227
2146,0,0.016592,1.167607,-0.820656,0.9938560,0.0012629,0.1064714,0.0302065
2147,0,0.016701,1.168411,-0.818487,0.9907426,0.0037413,0.1307026,0.0364949
2148,0,0.017030,1.168651,-0.819089,0.9899768,0.0039379,0.1364926,0.0360602
2149,0,0.019015,1.169091,-0.828372,0.9990991,0.0050141,-0.0060368,-0.0417075
2150,0,0.019358,1.169687,-0.829186,0.9988898,0.0073202,0.0036632,-0.0463914
2151,0,0.018489,1.169659,-0.827008,0.9907597,0.0025237,0.1310546,0.0348382
2152,0,0.018872,1.169735,-0.829449,0.9943835,0.0026744,0.1044947,0.0165879
2153,0,0.018440,1.169886,-0.828492,0.9954799,0.0038264,0.0945375,-0.0082348
2154,0,0.016613,1.170066,-0.824062,0.9942986,0.0082591,0.0879388,-0.0597402
2155,0,0.015614,1.170068,-0.820517,0.9928644,0.0096658,0.0838707,-0.0842180
2156,0,0.015162,1.169533,-0.820786,0.9917195,0.0105764,0.0830143,-0.0974124
2157,0,0.014947,1.170893,-0.820514,0.9804707,-0.0132924,0.0957659,0.1712588
2158,0,0.015073,1.169367,-0.821038,0.9815688,-0.0126003,0.0977334,0.1637440
2159,0,0.015590,1.168302,-0.821969,0.9839357,-0.0128578,0.0907488,0.1531986
2160,0,0.016110,1.167933,-0.823095,0.9863213,-0.0110929,0.0918958,0.1363903
2161,0,0.017215,1.168451,-0.824888,0.9882355,-0.0029248,0.1518898,0.0176486
2162,0,0.018347,1.168882,-0.822010,0.9995915,-0.0000670,-0.0215368,-0.0187860
2163,0,0.017279,1.169924,-0.819480,0.9793771,-0.0055440,0.2007998,0.0216604
2164,0,0.017465,1.169968,-0.819582,0.9787149,-0.0052908,0.2034001,0.0267876
2165,0,0.017660,1.170258,-0.820186,0.9810970,-0.0056647,0.1905479,0.0332885
2166,0,0.017392,1.170777,-0.821928,0.9854020,-0.0052303,0.1644181,0.0438434
2167,0,0.016886,1.170955,-0.822700,0.9871582,-0.0045545,0.1517356,0.0497413
2168,0,0.015971,1.170720,-0.826049,0.9932509,-0.0030304,0.0990359,0.0602934
2169,0,0.015333,1.170216,-0.826207,0.9947131,-0.0038340,0.0400522,0.0944828
2170,0,0.015272,1.169452,-0.825960,0.9928054,-0.0038416,0.0136031,0.1189020
2171,0,0.015368,1.167324,-0.824182,0.9986374,-0.0030034,0.0195707,-0.0482834
2172,0,0.015489,1.166474,-0.824605,0.9985963,-0.0017524,0.0528662,0.0027543
2173,0,0.015919,1.166986,-0.821499,0.9959512,0.0004465,0.0871194,0.0221621
2174,0,0.016417,1.167334,-0.820257,0.9943869,0.0019052,0.1031209,0.0236054
2175,0,0.016937,1.168042,-0.818791,0.9924729,0.0032454,0.1188967,0.0291666
2176,0,0.017300,1.168334,-0.819073,0.9904719,0.0046345,0.1336725,0.0327961
2177,0,0.017555,1.168877,-0.820304,0.9898853,0.0039658,0.1360264,0.0401024
2178,0,0.017591,1.169118,-0.821529,0.9902829,0.0037947,0.1348297,0.0338574
2179,0,0.017629,1.169585,-0.823658,0.9919044,0.0027321,0.1235239,0.0293257
2180,0,0.017904,1.169590,-0.826949,0.9952363,0.0019236,0.0959384,0.0172317
2181,0,0.017644,1.169756,-0.826101,0.9963299,0.0026984,0.0849234,-0.0103696
2182,0,0.017130,1.169816,-0.825285,0.9963636,0.0044249,0.0773185,-0.0355220
2183,0,0.016615,1.169762,-0.823922,0.9954279,0.0060904,0.0752647,-0.0584932
2184,0,0.015810,1.171257,-0.821768,0.9825312,-0.0113856,0.0722822,0.1711086
2185,0,0.015284,1.170723,-0.820613,0.9817496,-0.0110520,0.0748679,0.1744715
2186,0,0.014856,1.169777,-0.819691,0.9810414,-0.0122679,0.0765766,0.1776046
2187,0,0.014825,1.169087,-0.819523,0.9826979,-0.0115186,0.0783454,0.1674340
2188,0,0.014790,1.168463,-0.819432,0.9851470,-0.0107128,0.0804305,0.1513327
2189,0,0.015528,1.167953,-0.820548,0.9891390,-0.0084922,0.0884648,0.1170723
2190,0,0.016022,1.168013,-0.821882,0.9917298,-0.0062478,0.0906625,0.0906275
2191,0,0.016905,1.168230,-0.823660,0.9922851,-0.0040710,0.1151426,0.0457817
2198,0,0.016460,1.169828,-0.821150,0.9915634,-0.0034829,0.1223555,0.0426488
2199,0,0.015724,1.169564,-0.819619,0.9931677,-0.0035363,0.1122565,0.0316846
2200,0,0.015359,1.169749,-0.820984,0.9955709,-0.0024022,0.0863892,0.0370098
2201,0,0.015036,1.169655,-0.820379,0.9967737,-0.0023559,0.0703385,0.0385889
2202,0,0.014717,1.169228,-0.819435,0.9957541,-0.0021744,0.0854148,0.0342557
2203,0,0.014501,1.168967,-0.821446,0.9982831,-0.0014994,0.0551570,0.0196571
2204,0,0.014297,1.168994,-0.820219,0.9972227,-0.0012812,0.0717560,0.0199097
2205,0,0.014170,1.169101,-0.820632,0.9970391,-0.0017770,0.0750403,0.0166991
2206,0,0.014293,1.169116,-0.819799,0.9962589,0.0000160,0.0789063,0.0352445
2207,0,0.014414,1.169042,-0.819910,0.9967979,-0.0017199,0.0772770,0.0204790
2208,0,0.014507,1.169349,-0.820020,0.9967308,-0.0028030,0.0682155,0.0432035
2209,0,0.014584,1.169392,-0.820360,0.9965531,-0.0025348,0.0708114,0.0431425
2210,0,0.014662,1.169546,-0.819979,0.9974700,-0.0015459,0.0620733,0.0346119
2211,0,0.014708,1.169422,-0.821960,0.9978168,-0.0015968,0.0621232,0.0223560
2212,0,0.014692,1.169484,-0.822546,0.9985356,-0.0004419,0.0518062,0.0155783
2213,0,0.014799,1.169666,-0.823059,0.9987071,-0.0011952,0.0368243,0.0350233
2214,0,0.014744,1.169636,-0.821750,0.9974165,-0.0015647,0.0555590,0.0455093
2215,0,0.014849,1.169730,-0.822208,0.9978216,-0.0021397,0.0261133,0.0605437
2216,0,0.014713,1.168922,-0.821606,0.9990727,-0.0006628,0.0390098,-0.0182105
2217,0,0.014751,1.169493,-0.821169,0.9964910,-0.0029136,0.0534315,0.0643603
2218,0,0.014803,1.168775,-0.822259,0.9979354,-0.0006308,0.0641716,-0.0025727
2219,0,0.014658,1.169117,-0.821884,0.9974939,-0.0028048,0.0587681,0.0392996
2220,0,0.014982,1.168903,-0.823157,0.9979803,-0.0037243,0.0372065,0.0513536
2221,0,0.015080,1.168743,-0.822597,0.9993379,-0.0029999,0.0344389,0.0113474
2222,0,0.015114,1.168809,-0.822287,0.9987586,-0.0034997,0.0398771,0.0296469
2223,0,0.014762,1.169005,-0.820308,0.9966136,-0.0036579,0.0448144,0.0688461
2224,0,0.014803,1.168509,-0.821896,0.9985851,-0.0012697,0.0519827,0.0111378
2225,0,0.014279,1.168654,-0.819018,0.9971315,-0.0004914,0.0755412,0.0047073
2226,0,0.014863,1.168694,-0.821443,0.9985019,-0.0013289,0.0527869,0.0143456
2227,0,0.014552,1.168980,-0.819676,0.9955583,-0.0014987,0.0845806,0.0413236
2228,0,0.014805,1.168748,-0.821359,0.9960467,-0.0022581,0.0798465,0.0388640
2229,0,0.014856,1.168795,-0.821128,0.9967753,-0.0021931,0.0713865,0.0365807
2230,0,0.014575,1.169155,-0.819332,0.9931979,-0.0018856,0.0967019,0.0648320
2231,0,0.014771,1.168983,-0.822332,0.9943917,-0.0027682,0.0927765,0.0506949
2232,0,0.014372,1.169205,-0.819859,0.9916049,-0.0015036,0.1175346,0.0538808
2233,0,0.014506,1.169024,-0.819990,0.9915890,-0.0019732,0.1192547,0.0502576
2234,0,0.014507,1.168788,-0.820010,0.9922197,-0.0015483,0.1144564,0.0489629
2235,0,0.014453,1.168922,-0.820167,0.9916744,-0.0013707,0.1143020,0.0592875
2236,0,0.014334,1.168964,-0.820356,0.9916822,-0.0016610,0.1158513,0.0560552
2237,0,0.014573,1.168714,-0.821757,0.9932892,-0.0022980,0.1026115,0.0533128
2238,0,0.014532,1.168878,-0.820550,0.9937549,-0.0008999,0.0969958,0.0551555
2239,0,0.014610,1.168859,-0.820728,0.9950607,-0.0021058,0.0883724,0.0451672
2240,0,0.014754,1.168897,-0.820373,0.9962721,-0.0027695,0.0749502,0.0426220
2241,0,0.014813,1.168915,-0.819718,0.9962621,-0.0013286,0.0801838,0.0321049
2242,0,0.014993,1.168878,-0.820026,0.9977770,-0.0016368,0.0597604,0.0294467
2243,0,0.014913,1.168834,-0.821395,0.9972500,-0.0016262,0.0669780,0.0316823
2244,0,0.015100,1.168856,-0.821779,0.9979265,-0.0021404,0.0587650,0.0261690
2245,0,0.015181,1.168874,-0.822024,0.9971546,-0.0010803,0.0639474,0.0399039
2246,0,0.015031,1.168940,-0.820794,0.9967255,-0.0013678,0.0747776,0.0307375
2247,0,0.014816,1.169098,-0.819950,0.9951504,0.0005011,0.0940153,0.0289239
2248,0,0.014662,1.168705,-0.821064,0.9948343,0.0006759,0.0993805,0.0206821
2249,0,0.014442,1.168979,-0.819914,0.9924806,0.0016140,0.1183110,0.0313417
2250,0,0.014345,1.168810,-0.821041,0.9910212,0.0024323,0.1311661,0.0258159
2251,0,0.014327,1.168641,-0.821217,0.9922289,0.0021679,0.1233826,0.0159331
2252,0,0.014364,1.168636,-0.820827,0.9917358,0.0027193,0.1267361,0.0197673
2253,0,0.014259,1.168684,-0.819215,0.9919518,0.0028026,0.1260029,0.0121313
2254,0,0.014729,1.168536,-0.821418,0.9938466,0.0018382,0.1103805,0.0090426
2255,0,0.015460,1.169006,-0.819929,0.9989616,-0.0039988,0.0008898,0.0453751
2256,0,0.014821,1.168601,-0.819737,0.9958938,0.0015462,0.0904653,-0.0030393
2257,0,0.015123,1.168862,-0.819770,0.9967560,-0.0002318,0.0774553,0.0218649
2258,0,0.015144,1.168706,-0.820485,0.9967629,-0.0010276,0.0776985,0.0206304
2259,0,0.014688,1.169040,-0.818857,0.9947203,-0.0003439,0.1008782,0.0188408
2260,0,0.014797,1.168857,-0.819371,0.9963891,-0.0016731,0.0828182,0.0186319
2261,0,0.014613,1.169456,-0.817794,0.9932684,-0.0028027,0.0974192,0.0626067
2262,0,0.015186,1.169327,-0.821093,0.9970133,-0.0051583,0.0516199,0.0572117
2263,0,0.014774,1.169194,-0.818782,0.9949521,-0.0027073,0.0878620,0.0484078
2264,0,0.014850,1.169315,-0.818987,0.9949921,-0.0044447,0.0753490,0.0655242
2265,0,0.014708,1.169027,-0.819186,0.9952372,-0.0011075,0.0926788,0.0302034
2266,0,0.014439,1.169111,-0.818624,0.9943243,-0.0002430,0.1026744,0.0278768
2267,0,0.014688,1.168682,-0.820138,0.9980111,-0.0000609,0.0630348,-0.0007688
